  2.6113210799281302e+002	  2.4761930274183263e+002	
  2.4241075630072049e+002	  2.4767832173660847e+002	
  2.5086789200718698e+002	  2.6438069725816729e+002	
  2.5944584393803160e+002	  2.3489860154640010e+002	
  2.3033946003593499e+002	  2.5180965137091627e+002	
  2.3877078030984211e+002	  2.6866083907215989e+002	
  2.5773531709109506e+002	  2.2199486867909079e+002	
  2.1809571668165256e+002	  2.5599999999999997e+002	
  2.2649960945138432e+002	  2.7300256566045454e+002	
  2.5600000000000000e+002	  2.0890412519051614e+002	
  2.0567580435824379e+002	  2.6025064141511365e+002	
  2.1405059553700681e+002	  2.7740721582249262e+002	
  2.5423934981268459e+002	  1.9562227595758273e+002	
  1.9307589330551019e+002	  2.6456288632899702e+002	
  2.0141984419322233e+002	  2.8187616744675017e+002	
  2.5245280771084984e+002	  1.8214510541240031e+002	
  1.8029204194543746e+002	  2.6893808372337509e+002	
  1.8860334650614695e+002	  2.8641083894783509e+002	
  2.5063979831861755e+002	  1.6846827308136335e+002	
  1.6732019277124598e+002	  2.7337762225590575e+002	
  1.7559697477926304e+002	  2.9101269076745456e+002	
  2.4879972908471012e+002	  1.5458730892449000e+002	
  1.5415616805373318e+002	  2.7788293172965911e+002	
  1.6239647810123159e+002	  2.9568322694259081e+002	
  2.4693198963675897e+002	  1.4049760846450579e+002	
  1.4079566535536196e+002	  2.8245548462839383e+002	
  1.4899747771375607e+002	  3.0042399674442078e+002	
  2.4503595110626316e+002	  1.2619442769452181e+002	
  1.2723425284197765e+002	  2.8709679772109456e+002	
  1.3539546216889457e+002	  3.0523659639173303e+002	
  2.6814721963766533e+002	  2.5174935858488632e+002	
  2.4060367602156097e+002	  2.3504825685458161e+002	
  2.5773531709109506e+002	  2.6875192424534094e+002	
  2.6648735111574831e+002	  2.3887422734200584e+002	
  2.2843324849574736e+002	  2.3911888123712004e+002	
  2.4551264888425172e+002	  2.7312577265799405e+002	
  2.6480325093657700e+002	  2.2581113797879135e+002	
  2.1608770690481404e+002	  2.4324807575465903e+002	
  2.3311154756489969e+002	  2.7756347287229181e+002	
  2.6309438457830032e+002	  2.1255594436023549e+002	
  2.0356324442125847e+002	  2.4743711367100289e+002	
  2.2052807710849839e+002	  2.8206643338385862e+002	
  2.6136020168138248e+002	  1.9910437750288614e+002	
  1.9085594306932990e+002	  2.5168730542554161e+002	
  2.0775818486755779e+002	  2.8663610442152276e+002	
  2.5960013545764491e+002	  1.8545204099094954e+002	
  1.7796176963869647e+002	  2.5599999999999997e+002	
  1.9479769722003604e+002	  2.9127397950452513e+002	
  2.5781360207264822e+002	  1.7159440618560038e+002	
  1.6487657141649808e+002	  2.6037658634593174e+002	
  1.8164231502142374e+002	  2.9598159706997870e+002	
  2.5600000000000000e+002	  1.5752680721653380e+002	
  1.5159607172829675e+002	  2.6481849487613124e+002	
